usr,q4_sent,q4_received,q4_access,q4_comments_on_sent,q4_comments_on_received,q4_likes_on_sent,q4_likes_on_received,working_days
AWSUS#SMbOC5KTOt3o/yxrexI0FQ==,0,0,24,0,0,0,0,3017
AWSUS#pi7zrHmkk6boy48kYdhx1Q==,0,0,1,0,0,0,0,2526
AWSUS#/i1lg4WCNlh93qMoW3ROYQ==,3,0,37,0,0,0,0,166
AWSUS#JWBjWs+GW+7HO0arFElGUg==,0,0,0,0,0,0,0,2425
AWSUS#td+Tlp3W+v7oxhZhLOZFYw==,0,0,0,0,0,0,0,99
AWSUS#DITaQZZ+ggjsqjb1DJQCAQ==,0,0,43,0,0,0,0,159
AWSUS#gN1d3Dr0hbk9N9DK7hH1ug==,6,0,864,0,0,18,0,223
AWSUS#+ydeGoKr7dVf4K2tOkgDIQ==,0,0,0,0,0,0,0,1066
AWSUS#7WVD0OFcsDtuOomyVX06Ew==,0,0,0,0,0,0,0,337
AWSUS#D8DVrR18h4lKeQz1ufxdQw==,8,0,42,0,0,24,0,169
AWSUS#+3z/0XiJOCEQoh+sa2700A==,0,0,158,0,0,0,0,97
AWSUS#ni00CnEC4hM94Wl07fBe7Q==,0,0,0,0,0,0,0,2551
AWSUS#AAWhsJtQPZOAZVYYsaMiwA==,0,0,12,0,0,0,0,2975
AWSUS#21gX01Exo3AFYkgCJryO1Q==,0,0,59,0,0,0,0,1303
AWSUS#56JN52NT2HD99yJUHua9MQ==,0,0,29,0,0,0,0,278
AWSUS#IBv/0eDViYaG3M0zxJS1og==,0,0,172,0,0,0,0,620
AWSUS#zy4gBNGBUu4IhLVVbLlDAA==,11,0,42,0,0,33,0,112
AWSUS#iRvxsASTq0o2UuW4ArJldw==,12,1,50,36,1,72,2,4074
AWSUS#32gTD0RhOAmLTrKAZJGu2A==,0,1,5,0,1,0,16,4074
AWSUS#0VUe3NYAcUGW6Q2EXEKzow==,0,0,5,0,0,0,0,134
AWSUS#iVo4eRro1UGSqgG9zN9TAQ==,31,0,53,14,0,130,0,105
AWSUS#jJ4ZY1SD6Kr+4Jl+W/3yUQ==,0,0,0,0,0,0,0,93
AWSUS#ekxZvC5MSlgmx4eJXBfMEQ==,0,0,0,0,0,0,0,2472
AWSUS#OGygmBqGYjMSt+dFAo6ipw==,9,1,41,3,0,21,3,931
AWSUS#BR7oXirBIgEj3XXtfY9F6Q==,0,0,0,0,0,0,0,262
AWSUS#DODFU2DWYKjOgdpKsWdr/Q==,0,0,0,0,0,0,0,2763
AWSUS#XKDX495epl8HszvzTFi4iA==,3,0,47,0,0,6,0,376
AWSUS#ABKX+tniDMD0fSsRItOfoQ==,0,0,0,0,0,0,0,2638
AWSUS#CD0x7b5BpbK9ZR5JrKVoHA==,9,0,252,0,0,5,0,159
AWSUS#1iPrrf2mzmfVpDk8hdLhRA==,0,0,28,0,0,0,0,133
AWSUS#vMRYvez/tf8L8vKyvbugzg==,0,0,16,0,0,0,0,3074
AWSUS#RsFKp+e1nwU6MImReseIbA==,0,0,2,0,0,0,0,3026
AWSUS#wEcEkANmFaUP+nuEi7b+kQ==,0,0,11,0,0,0,0,147
AWSUS#kkizfG9rSxtvcP7c2K4fig==,0,0,41,0,0,0,0,31
AWSUS#HYYt51DEzwl4O2yNPnQ2Pg==,8,0,76,0,0,56,0,193
AWSUS#9y9urdsaMpZVSFSWBR5ddw==,0,0,2,0,0,0,0,3273
AWSUS#0qCU4zAKStTuwE+SrlbIgw==,0,0,0,0,0,0,0,85
AWSUS#1YVKFRChmNfo7Iffvha0qg==,0,3,165,0,3,0,27,159
AWSUS#i70pppCwCuQvYVJxnsT+wQ==,0,0,96,0,0,0,0,875
AWSUS#FsfoP9nh5cHbwIf2QWJX2w==,0,4,78,0,0,0,12,4074
AWSUS#yR+Qk7Os36rsmS1J3pomTA==,0,0,0,0,0,0,0,442
AWSUS#kImKE6uexGTAh1HGpSfrJA==,0,0,17,0,0,0,0,395
AWSUS#uSrIWRdTuiuIAk7Kzz4gfQ==,0,0,0,0,0,0,0,122
AWSUS#ymL92n6u23LZne+QOPZV8w==,0,0,54,0,0,0,0,680
AWSUS#N0EQWPM5hje+QpjP3JSs+w==,0,0,0,0,0,0,0,2452
AWSUS#JA5cbyv3GnlYC3HH55g3PA==,0,0,20,0,0,0,0,337
AWSUS#aYYXkghP5TbhMek/qUrsTw==,0,0,372,0,0,0,0,542
AWSUS#Hg4D/I5DBKm4pn/79ckNUw==,0,0,1,0,0,0,0,937
AWSUS#399N9T+XlziHcXviThgH9g==,0,0,0,0,0,0,0,2877
AWSUS#6zqgCc5y2WeC+P//cYrRug==,0,0,30,0,0,0,0,518
AWSUS#4bg9LynXLmUEGvituqnWxg==,0,0,0,0,0,0,0,245
AWSUS#F9OTKFkP+8qc2pCbo+LrhA==,0,0,314,0,0,0,0,195
AWSUS#kohOP0xHg3l5s3rtsg0/6A==,0,0,63,0,0,0,0,355
AWSUS#nZ/EanmeSRVpepkTiRzCIw==,0,1,68,0,0,0,1,719
AWSUS#mj8MUk3+WkjYxdZO1XQZFA==,0,1,97,0,1,0,10,4074
AWSUS#28dMFwErH0pirljXDj7wPQ==,0,0,22,0,0,0,0,350
AWSUS#XDF7borsN1/BuwMVQ2ZZRg==,0,0,119,0,0,0,0,143
AWSUS#Og/pLGNtg9KaNiMUmh4Kdw==,14,0,351,0,0,98,0,756
AWSUS#w2B6HL4Gi4ri6eCEFzcftw==,0,2,142,0,2,0,3,587
AWSUS#ovrsTWuoNDPk6kNlCEwzcw==,0,0,74,0,0,0,0,190
AWSUS#aebdpOJA629Awq8/OF+kzg==,0,0,198,0,0,0,0,332
AWSUS#XiuIdmy6EbEsMQY2L4uXXg==,0,1,220,0,0,0,1,4074
AWSUS#pvW/u7rDC1gzb9b3w8DhZA==,0,0,42,0,0,0,0,132
AWSUS#jYZs+tdtmyn5Sbb5qFHqrg==,0,0,33,0,0,0,0,19
AWSUS#v0PGVmeQP5t5RV3ww5n9UA==,0,0,0,0,0,0,0,126
AWSUS#o3pAsdxOI3OZ+YjwSmq7tA==,0,0,4,0,0,0,0,246
AWSUS#P6KezD3tCJMDMbwCD7bY2w==,0,0,0,0,0,0,0,711
AWSUS#2RrlzZfSfhAKDK4pYnbvoQ==,0,0,73,0,0,0,0,97
AWSUS#0sZq9W/niq8wUm4vzDJjAQ==,0,0,0,0,0,0,0,271
AWSUS#/f5PcQ88ueeU9F+c2Ksn7w==,8,0,62,8,0,48,0,209
AWSUS#U5DSBsCsUkC69qKZ/1kb3w==,0,0,6,0,0,0,0,2864
AWSUS#hirjx4QVt484M7G+ijbM/A==,0,0,381,0,0,0,0,57
AWSUS#cO8i1E39Un0Dws+Nkjm1JQ==,0,0,56,0,0,0,0,820
AWSUS#fslw85gxFvhTYQyuGat+jQ==,0,0,2,0,0,0,0,3156
AWSUS#fzv2uPLBi+KFmYcXrspU6A==,0,0,23,0,0,0,0,3802
AWSUS#eWZW/zIQCO86Xbwy2qHeoQ==,3,5,270,3,1,6,8,4074
AWSUS#oIIbgxa4bSiwVktXseAZWA==,0,0,20,0,0,0,0,3201
AWSUS#rwLN38og9xPjk99oS7y2Cg==,0,0,6,0,0,0,0,210
AWSUS#gkKlSBMW7/VsLrFMXBofGg==,0,0,6,0,0,0,0,211
AWSUS#WXILnFY7gjgNsmpnTKBMMA==,28,0,99,24,0,250,0,130
AWSUS#E6/ovskcYVFN8tkAbVAbmw==,0,0,0,0,0,0,0,3546
AWSUS#1fyI1J50D5hQ1Ah1RJgAmQ==,0,0,1,0,0,0,0,141
AWSUS#SpusrVhGIR9v43wufqeVkw==,0,0,15,0,0,0,0,344
AWSUS#FQi4p6hG31h+rxWeRgNGyQ==,0,0,0,0,0,0,0,206
AWSUS#WN3GaGvvSRROrtagI0FmEA==,0,0,0,0,0,0,0,46
AWSUS#3Exao262sxLKUvl8rKqqAQ==,0,0,5,0,0,0,0,1072
AWSUS#wcilKeOniReSPM8rJcJMaA==,3,0,22,3,0,3,0,195
AWSUS#mRvJMrIlsrLa4iitZJRqOg==,0,0,24,0,0,0,0,4074
AWSUS#9yGiXdNhzapVeCvJ6oM3ew==,18,3,145,3,2,73,9,900
AWSUS#K2PUVIik+5Tg2HuB9auVxQ==,0,0,8,0,0,0,0,3425
AWSUS#jIVqYfVLwvvCceR7kFiFWA==,8,0,1328,12,0,42,0,4074
AWSUS#isom2iHgPwaUaDxRFvnFpA==,0,0,37,0,0,0,0,225
AWSUS#HJYSWdhK8teOI5u7RtMArQ==,0,0,9,0,0,0,0,1005
AWSUS#gBbFWNMWxbpj+o4Pb0lMzg==,0,0,2,0,0,0,0,43
AWSUS#JkC+p1Lu42ZbA/B2Yllmxw==,0,0,5,0,0,0,0,364
AWSUS#et/JqUJlJRuGGBQtGMdw2Q==,9,0,72,0,0,32,0,330
AWSUS#c8C69/76npHNVZuzBex8Ug==,0,0,12,0,0,0,0,3427
AWSUS#5QLxywSxmKrfABeTEZgRGg==,0,0,20,0,0,0,0,462
AWSUS#R5f9oixv2jk0iLNPifbF0A==,0,0,102,0,0,0,0,1135
AWSUS#6EstC12F43ti8ocdEPmxvA==,6,1,89,0,0,18,2,719
AWSUS#l7JWGeEJQ981GxxFerQIUw==,0,0,0,0,0,0,0,224
AWSUS#X7MbcOHEnrUGukdQAiY1vw==,0,0,1,0,0,0,0,4074
AWSUS#nG7VeJg7XuPZ0NGz5C7Xew==,0,0,1,0,0,0,0,3718
AWSUS#4SXMAxYQFf7v6mY7vlbuiQ==,0,0,0,0,0,0,0,1124
AWSUS#GdFs6bYcPnx0goBR4y+jXg==,0,0,272,0,0,0,0,134
AWSUS#cBMP0+BwQK6iDpbW+5HUlw==,0,0,121,0,0,0,0,104
AWSUS#wM/2r0OegFbKHkrshjcRgA==,0,0,1,0,0,0,0,3281
AWSUS#nspvKXX7vscydSLJfXnVtA==,0,0,8,0,0,0,0,993
AWSUS#k6SBKIZo3UB5LiPExO7yuQ==,0,0,13,0,0,0,0,420
AWSUS#OuL9vb0OLjK+qF1xRrqZBQ==,0,0,0,0,0,0,0,126
AWSUS#Kon0fFO6WyhhMzXZ2D8jKQ==,0,0,250,0,0,0,0,4074
AWSUS#lBtdXqfbpElKmO948GnXPA==,0,0,10,0,0,0,0,4074
AWSUS#vvH30dXboiMmpmnXr+b2xA==,0,0,5,0,0,0,0,48
AWSUS#cXtGIHiIa/AtAomVOrYn/Q==,0,0,2,0,0,0,0,328
AWSUS#wDpNHAFWNnvqoytn73R47g==,0,0,225,0,0,0,0,632
AWSUS#Sqc3MHnw+3BPb89SDZpiew==,0,0,0,0,0,0,0,3595
AWSUS#fwFWb2VDPq7WobMvqxbBMA==,0,0,2,0,0,0,0,2589
AWSUS#QiSBubb5FHYurPmDy8SQJw==,0,0,0,0,0,0,0,1113
AWSUS#he/utfFCnItvw9i55UwAlQ==,0,1,5,0,1,0,1,4074
AWSUS#tia/0EmGqnWT8uFMLl6DyQ==,7,0,31,0,0,21,0,666
AWSUS#V4gGpe6clbEuNR+C5ZkzZQ==,0,0,0,0,0,0,0,4074
AWSUS#/5WVrq7cPSYf0PgcEFDqlw==,13,0,81,0,0,48,0,804
AWSUS#aAKQlMuJgbApalONA/yTRA==,0,0,34,0,0,0,0,68
AWSUS#jZcRQktx0IHTZboa84Ppmw==,0,1,17,0,1,0,2,644
AWSUS#X5ruklEicOpueKj+xQnB1Q==,4,3,175,0,1,8,17,4074
AWSUS#uZv/y0ji1G192ktOOGH9Yg==,0,0,0,0,0,0,0,2423
AWSUS#IORVoy6YzeSFMbJZMZSuyw==,3,0,4,0,0,0,0,1268
AWSUS#PQgV03+A27ZA0Eq1re2qcg==,0,0,64,0,0,0,0,650
AWSUS#CvJ65yQ02ywEhPeh4lZvMQ==,0,0,0,0,0,0,0,96
AWSUS#IUUdRCwc3WP1CHrowiG6pw==,0,0,0,0,0,0,0,23
AWSUS#B0EVqiOMwFbd2wxmunsnfg==,0,0,0,0,0,0,0,253
AWSUS#CXt7uh0NuyqeZ8LMyUhb3g==,0,0,32,0,0,0,0,2814
AWSUS#XP37G7hHuUsHHUPqCB3jPw==,0,0,26,0,0,0,0,342
AWSUS#FXnOA5x5weGBhWnd1Y+7WQ==,0,0,18,0,0,0,0,4074
AWSUS#DiApA7GRzw1baAfXr0Fo+w==,0,0,18,0,0,0,0,139
AWSUS#ymHMkl2CiuCDLbfd+i38qw==,0,0,83,0,0,0,0,97
AWSUS#0llQf6Q9boxuCpZLOlHsxA==,0,0,22,0,0,0,0,946
AWSUS#k66OGFC+Iy+mHovp/yyoPg==,0,0,2,0,0,0,0,488
AWSUS#SGjRp+F8RPBGlKSdxKWXFw==,0,0,1,0,0,0,0,216
AWSUS#huAjL1rN7odO8fi73EidFA==,0,0,0,0,0,0,0,179
AWSUS#6p1H0ZjPgH4FQfoWkWXc0A==,0,3,5,0,2,0,12,1021
AWSUS#jeNMJQgNJ9V5I2YnxJr7Kw==,0,0,27,0,0,0,0,666
AWSUS#Odu0vd0fsBucaFvnrT0U6Q==,5,0,94,0,0,10,0,204
AWSUS#l4hEBp2NfRUC7xXQuSpEJQ==,0,0,15,0,0,0,0,406
AWSUS#DvtTztvNuvxkcdWnQutKgA==,0,0,192,0,0,0,0,99
AWSUS#YlVQk63YEMrrlkcQz48FAw==,0,0,0,0,0,0,0,162
AWSUS#uvCRQXHqOZIRrc5FYqPfkg==,0,0,2,0,0,0,0,112
AWSUS#IclTWp4cG9zZI60Z6uBXUg==,0,0,0,0,0,0,0,406
AWSUS#KJPaA+xoLoOuz35f6DVnaQ==,19,2,93,15,2,138,5,4074
AWSUS#i9RjU/PgRljlk5vBTgkkbA==,0,0,5,0,0,0,0,162
AWSUS#swfrv4fezmJT8za6Fm4BHA==,0,0,3,0,0,0,0,4074
AWSUS#TyETFTneXM1qwdO6MQRFiA==,0,0,14,0,0,0,0,406
AWSUS#bg0D7pl8heyFq8YZGHHIyg==,0,0,0,0,0,0,0,3395
AWSUS#sbGYYPB+YIc9z1wVdWsuPA==,49,5,141,61,3,554,36,4074
AWSUS#BgYTu451Cdt2bGUf9mbTuw==,0,0,40,0,0,0,0,427
AWSUS#Zi9IzfD8GXSgYSrmvaTmkw==,0,0,0,0,0,0,0,7
AWSUS#1x+JHuupSBpclq4N5gKXmQ==,0,0,29,0,0,0,0,241
AWSUS#3i8uk21L5QWEE9iKJUiftA==,0,0,1,0,0,0,0,3856
AWSUS#tS8X0TubJZAHz3Fb9Mkv7w==,0,0,5,0,0,0,0,886
AWSUS#oxtr+daBWX3OGuPUxcaedQ==,0,0,9,0,0,0,0,993
AWSUS#3WJrIMagBI/HkMsH70cnSQ==,0,0,0,0,0,0,0,28
AWSUS#siBBUhMeV2ZjmQWwqwnP4w==,0,0,6,0,0,0,0,1142
AWSUS#omuAY9FOponnHWqLm8QsTw==,0,0,0,0,0,0,0,1002
AWSUS#ZXSmJhPOLg1rgt7lytPOrA==,10,0,8,0,0,50,0,555
AWSUS#0/lVvN82lcrFBKNPfDpE4A==,0,0,31,0,0,0,0,105
AWSUS#46m8dc2bcwBOqo4kfMMwpw==,8,0,16,6,0,23,0,659
AWSUS#T0HWM7aaYR5CtLMDJUQoXg==,0,0,0,0,0,0,0,2912
AWSUS#3l5GFMjh8O1XGRpjfF60Kw==,0,0,80,0,0,0,0,994
AWSUS#P3HbIcJuEEtkLBmaMd5FeQ==,0,0,2,0,0,0,0,696
AWSUS#xpq+dbnJGCR+RFGjWxAnUw==,0,0,93,0,0,0,0,764
AWSUS#oo+aXp3ccLxv2KplTDC1cA==,0,0,2,0,0,0,0,2729
AWSUS#lPyrBl4AL8KHO9mMthHELA==,0,0,0,0,0,0,0,4074
AWSUS#y/nGreSJ7Yf13rrC0YNPKw==,0,0,79,0,0,0,0,411
AWSUS#gLbyKPtD3qc6xQanke9FSA==,0,0,5,0,0,0,0,434
AWSUS#demZrKjFBQ8XEZaZ9kNwaQ==,0,0,0,0,0,0,0,138
AWSUS#sccYlXH9QC+W1ViDAOyd+A==,0,0,80,0,0,0,0,127
AWSUS#5Pul5VVZZKnMUdphafSQjQ==,0,0,0,0,0,0,0,2547
AWSUS#VMEsPWNqSo8Ehc91WBMImQ==,0,0,0,0,0,0,0,122
AWSUS#lM5m26wCGza8A9ZS8jCpZA==,0,0,0,0,0,0,0,225
AWSUS#82WE6QH71uJzQNv2/XgAyQ==,0,0,0,0,0,0,0,17
AWSUS#2slu74Ox5iwZ4Ux23ihXig==,0,3,30,0,0,0,7,853
AWSUS#ai1CzAoIcU8Al/49V4x3YA==,0,0,0,0,0,0,0,2790
AWSUS#PM0aEAxnH8xGXSwMshPKsQ==,0,0,60,0,0,0,0,4074
AWSUS#2HKbT99JsEZOTgV60SpvYQ==,0,0,17,0,0,0,0,2837
AWSUS#LgmUmYo2D6WAZE33T6G+Hg==,0,0,0,0,0,0,0,3
AWSUS#mMNZrF8alhHnJOA/77ZN2w==,0,0,8,0,0,0,0,259
AWSUS#x3eYpLT627snQWETS4Gc7Q==,0,0,22,0,0,0,0,932
AWSUS#V2LC7wfZhm5q/8wNP7MUvQ==,0,0,0,0,0,0,0,2
AWSUS#mzBhr85CwxvTHIF9LyPLRw==,0,0,0,0,0,0,0,959
AWSUS#suoh47TInhzOJJLgPIobTQ==,0,0,6,0,0,0,0,4074
AWSUS#aAV2bUs5uCPUClujq/dZ0g==,0,0,21,0,0,0,0,658
AWSUS#H1wNdxIqzgK6iIwYnqeRFg==,0,0,118,0,0,0,0,28
AWSUS#zwNHkHKGtCflisHzp7nhyQ==,0,0,32,0,0,0,0,211
AWSUS#zTBkbD3iXDyqjp68qdM+aA==,3,1,117,0,0,12,2,904
AWSUS#2sbc8DlaKYcsh2keo5cZNw==,0,2,29,0,2,0,3,556
AWSUS#sJYG/BHuMle3uGO6X3df9g==,0,0,3,0,0,0,0,2944
AWSUS#nkGLDwbxYxXFa4OP0Gw5YA==,0,0,10,0,0,0,0,373
AWSUS#80edZTxtb2DU/Kgt7PuuHg==,0,0,91,0,0,0,0,256
AWSUS#QfT1ykRfTH6XJ3IJa9yFbA==,0,0,2,0,0,0,0,351
AWSUS#DJwV+Dm9aFSOEzyKHp7k9Q==,0,0,31,0,0,0,0,134
AWSUS#9Zpu3STCocA6mOGk7o02OA==,0,2,4,0,1,0,6,4074
AWSUS#O1sVHQbxl/MdpknCmiuDEw==,0,0,2,0,0,0,0,1233
AWSUS#J5Jqfxe63oEAUhGgVqSieA==,3,2,163,0,4,3,10,925
AWSUS#ZIFSICRyHHNH0xBvnm1ccA==,0,0,8,0,0,0,0,790
AWSUS#aGQUNP6JU/Q9wIxck99eZA==,9,0,13,9,0,0,0,460
AWSUS#LIA43b28t+OVNhsB0ttpNg==,0,0,0,0,0,0,0,4074
AWSUS#E5mm4crioY7wHVUXisPb6w==,0,0,3,0,0,0,0,686
AWSUS#icvPr1ZgHUP4iPrJnoOj7g==,0,0,0,0,0,0,0,3010
AWSUS#5LiMgvePb/rBz64i7bnpoA==,0,0,12,0,0,0,0,3239
AWSUS#XiZR+qA5jN46m6Wtn9BadA==,0,0,37,0,0,0,0,43
AWSUS#H0bKPM3YZ5rV7c4O4oTs1Q==,0,0,2,0,0,0,0,85
AWSUS#yaqBY1Fhj+PX0lMkIk02Pw==,0,0,61,0,0,0,0,238
AWSUS#wFSMSLVXqnLmPsCexmh9Ng==,0,0,14,0,0,0,0,272
AWSUS#xqz6r45W8eJNLwUxaP/BOQ==,0,0,1,0,0,0,0,625
AWSUS#eBw9rFseGOQHkDsqK/esXw==,0,0,149,0,0,0,0,159
AWSUS#aBw0Z0uMYdGBXjllVdgYnA==,0,0,0,0,0,0,0,1231
AWSUS#ZOQqVEoRY8c3v4gWkxZP9A==,0,0,0,0,0,0,0,178
AWSUS#YN4xZcsTOK1NUYriIaCMsg==,0,0,0,0,0,0,0,183
AWSUS#aNWLvdmJhraPQdVhinJxfQ==,3,0,21,0,0,3,0,113
AWSUS#DdVtL3NE22o/EwP4/D2PUw==,0,0,2,0,0,0,0,2710
AWSUS#9bWL6e/zL3dHblC1jq1v+Q==,0,0,77,0,0,0,0,355
AWSUS#SEfoxhFXXziXDjmL/kQwwQ==,0,0,4,0,0,0,0,500
AWSUS#CeJENT4X1MDyS7qOR25+7A==,11,0,659,11,0,35,0,638
AWSUS#+5Ezl8ohh4oSgf+zoKTZBQ==,0,0,12,0,0,0,0,2678
AWSUS#HaLZQG9B9rErQLlUryEoBA==,0,0,26,0,0,0,0,797
AWSUS#WcdfWFz2d0kvLnqBstSOUQ==,0,0,65,0,0,0,0,204
AWSUS#N9Xp9wPGPzT1q+kzzVGUEA==,0,0,8,0,0,0,0,3451
AWSUS#Yf6xU/Yjb7a0fIXkxId3+Q==,0,0,0,0,0,0,0,2769
AWSUS#zsQPwUH9XiiL8SW4/LBsIg==,3,1,260,0,1,0,1,589
AWSUS#ubpUwC2Cx/xP/lvUSqLQZA==,0,0,15,0,0,0,0,1086
AWSUS#n68rpx9GYy1oNepLjttCzQ==,0,0,93,0,0,0,0,211
AWSUS#dQPI4WG5xKZN//b/iXMi4g==,0,1,91,0,0,0,2,1070
AWSUS#8U2njB7V5gq6mei3534CpA==,0,0,18,0,0,0,0,104
AWSUS#2GgKQuL1ng04DdXJz3i3lQ==,0,0,2,0,0,0,0,606
AWSUS#PxafdMxe4i7Z+hys1RYZfg==,0,0,4,0,0,0,0,19
AWSUS#icR/cxGWTw3OTLgdL09kJQ==,0,0,18,0,0,0,0,286
AWSUS#6fqAhOsF5D/juekXp6JsMg==,0,0,10,0,0,0,0,1113
AWSUS#92v3RFAj/sE6e9qbKHXLZg==,4,0,206,0,0,8,0,666
AWSUS#n9buC/CMUP4BHSC3AKnpKA==,0,0,0,0,0,0,0,237
AWSUS#PGUTq7QGr+wW9OepJp08tQ==,0,1,7,0,0,0,6,4074
AWSUS#EeHMfRns2MNxbdiSaT4NEw==,0,6,97,0,7,0,78,4074
AWSUS#j43Amhe5gDEioo/QFNOsRA==,0,0,37,0,0,0,0,3417
AWSUS#HzcZYNxZr0FhtDDOGKLnig==,0,0,0,0,0,0,0,175
AWSUS#6Lk3tN/SzN3UgtdrCBpTOw==,0,0,0,0,0,0,0,153
AWSUS#k5Bh+7LX2DKdd//waxvnoA==,0,0,0,0,0,0,0,2924
AWSUS#oW5MyhMiGKvk1bRziWg82A==,0,0,70,3,0,6,0,309
AWSUS#A+uxE+oTuN+Ox8/XEaclcA==,0,0,304,0,0,0,0,97
AWSUS#FxNNIXYP/kMqLZTMRhykgg==,0,0,9,0,0,0,0,7
AWSUS#cOZzTMvaD6uGfKkYzOinig==,47,0,56,0,0,650,0,216
AWSUS#Z9PfJRaYg0Tswbc8j2xq4Q==,0,0,51,0,0,0,0,126
AWSUS#P3DtFr4LgHvHXlibChW+OQ==,5,0,1071,5,0,20,0,4074
AWSUS#U/W722GsGTU1OVWQvfImjQ==,0,0,0,0,0,0,0,43
AWSUS#xEb1V5IkilXyX9gaY9/IVA==,0,0,79,0,0,0,0,4074
AWSUS#k8eewwNPq7bhNcOF/ncIgQ==,0,0,10,0,0,0,0,83
AWSUS#A/P4/IOZ6gwD8P9aClnaTw==,0,0,0,0,0,0,0,2786
AWSUS#yMvcmaIZMev/tqgQzQj4EA==,14,0,119,11,0,50,0,4074
AWSUS#xaXMHa0FVg13I90aEF/hYA==,0,1,2,0,1,0,3,3874
AWSUS#TngDxF3DRSWVzGvh1IGjLQ==,0,0,45,0,0,0,0,559
AWSUS#Lf/vxrM9Ofj/XCNfquSRTw==,11,3,125,7,0,36,7,4074
AWSUS#SVXgph3JqwGwv3FyZd5iXw==,0,0,295,0,0,0,0,159
AWSUS#dL9rIE+Hjl0HMN7eXw74aQ==,0,0,18,0,0,0,0,411
AWSUS#JqTDFQRfYUpw9tepj6oxfg==,0,0,75,0,0,0,0,245
AWSUS#MffxFMBWU9j/CxwMO83Nqg==,0,0,17,0,0,0,0,4074
AWSUS#hkf+KAAZemesqoSNT6sz7g==,0,0,0,0,0,0,0,3642
AWSUS#n8GinRro2ZysMVzv4gk7bg==,3,0,202,6,0,9,0,159
AWSUS#QODoIQseYBWxUhLjUB+YwQ==,44,20,1360,60,21,323,107,4074
AWSUS#6jRjnrAO66F2evYg0yUhLg==,0,0,0,0,0,0,0,3390
AWSUS#byTIMn15dr51Uq+JUq2CzA==,0,0,19,0,0,0,0,1205
AWSUS#V1Y80kC7fDITGMybC4VJ1w==,0,0,4,0,0,0,0,3306
AWSUS#tyVPfoKY5v0oAvuRpmlb3w==,0,0,0,0,0,0,0,152
AWSUS#8GSleBQ+64nx2m5VNfp7bg==,0,0,27,0,0,0,0,64
AWSUS#UTMel4HrctsZbgIcIrkz/A==,0,0,0,0,0,0,0,333
AWSUS#GORB7VZL5Vn+eVMzSiwPWQ==,0,0,522,0,0,0,0,4074
AWSUS#SnpT3Y1jZ16LkEyCnCgfsg==,0,0,115,0,0,0,0,28
AWSUS#7v9K0Pu4qbM+dS68tBMnEA==,0,0,0,0,0,0,0,2509
AWSUS#pSolzRaKOpTHH6pyOQuocQ==,0,0,13,0,0,0,0,71
AWSUS#Y8E2lflXY0BoQag3Z6ObEw==,0,0,96,0,0,0,0,4074
AWSUS#k2eEYz0hhL6XauzG8bn5wQ==,0,0,5,0,0,0,0,3509
AWSUS#tphPCe05z//AbwVJCzz24g==,0,0,11,0,0,0,0,81
AWSUS#E3ZLki7YfukwBjMzyglSzg==,0,0,41,0,0,0,0,534
AWSUS#0CCwCsl/Q9H3PxmaQsKkCg==,0,0,0,0,0,0,0,4074
AWSUS#8Swe9RxCtQitfJtRmQmXMg==,16,2,45,0,0,62,1,337
AWSUS#xwysJqNuQiT+F2b6oVg7aw==,0,0,7,0,0,0,0,388
AWSUS#/iogW6PfPEegAda9+1LPXQ==,0,0,0,0,0,0,0,544
AWSUS#XBkmSHy5cia0VpimZJZd+g==,0,0,0,0,0,0,0,1091
AWSUS#Ahha7I1trnu/NN53EESK2A==,0,0,4,0,0,0,0,661
AWSUS#A5VuH7a+y+w8tOPrtItn0w==,0,0,622,0,0,0,0,250
AWSUS#T4gHWufcr/q+JnZ23oxICw==,0,0,0,0,0,0,0,385
AWSUS#uC4+FcHYiO6g88rjor3Dgg==,7,1,68,0,1,14,3,4074
AWSUS#HxqgIBB9V+GlbQcBv5ZRhw==,0,0,15,0,0,0,0,897
AWSUS#DES0IFPXiAM0rp9lVQe9tw==,0,0,68,0,0,0,0,4074
AWSUS#q6N/UvaapYHVHLzDCx6ChQ==,0,0,0,0,0,0,0,7
AWSUS#jJernWHKJYKXi4cAkEA5vQ==,0,0,14,0,0,0,0,211
AWSUS#oZcTZIyGcsso4rtNIkvqTg==,0,0,10,0,0,0,0,146
AWSUS#joZcq89BbnrhfAlI4GCuvQ==,0,1,28,0,0,0,6,4074
AWSUS#N4m48tcuVQ4ErQDxHcA97w==,16,0,399,12,0,132,0,183
AWSUS#Hwzk+JLuiHump4RA2GIfeg==,0,0,548,0,0,0,0,1013
AWSUS#edF3VZZ6Khir123CwXr/Ug==,0,0,3,0,0,0,0,697
AWSUS#6k9vmp/4F9t2NUD553cAHg==,0,0,9,0,0,0,0,4074
AWSUS#JT0hU/IN+Bkg6H8IgHznLg==,0,0,23,0,0,0,0,3642
AWSUS#Xznvmwd7X5rjSGUE3JG7hA==,0,0,0,0,0,0,0,2488
AWSUS#RJ1WkyxuGOcfIYWUslk8JA==,0,0,10,0,0,0,0,658
AWSUS#aTVoeOfnL1lfN+cPURTWKg==,0,0,0,0,0,0,0,4074
AWSUS#kp3ysC3HqGhsBCSK3w0ifA==,0,0,36,0,0,0,0,4074
AWSUS#Fchv4BLHI5kwITyzCekAKg==,0,0,0,0,0,0,0,197
